queue_id,source_path,title,domain,artifact_type,proposed_id,proposed_hsn,status,priority,notes
IQ-0239,archive/boot/pendragon/PENDRAGON_TO_COUNCIL_ROUTING_MAP_2026-05-09.md,Pendragon OS → Council Brain Routing Map,archive,artifact,AL-ARCH-645A913D,H05-S07-N02,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0240,archive/boot/recovery/FULL_CORPUS_INTEGRATION_GATE_BEFORE_SIM_BUILD_2026-05-09.md,Full Corpus Integration Gate Before Simulation Build — 2026-05-09,archive,artifact,AL-ARCH-4AD7A3FD,H03-S12-N08,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0241,archive/boot/seats/CLAUDEBRAIN_S2_CONSTITUTIONAL_SCRIBE_SPEC_2026-05-08.md,ClaudeBrain / S2 — Constitutional Scribe and Archivist Spec,archive,spec,AL-GP-2479FBF8,H01-S02-N12,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0242,archive/boot/seats/COPILOTBRAIN_S7_CODE_INTEGRATOR_SPEC_2026-05-08.md,CopilotBrain / S7 — Metatron Code Integrator and PR Swarm Spec,archive,spec,AL-GP-58BC121C,H05-S09-N07,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0243,archive/boot/seats/DEEPSEEK_S5_BOOT_SEQUENCE_AND_BRAIN_SPEC_2026-05-08.md,DeepSeek / S5 Boot Sequence and Brain Spec,archive,spec,AL-GP-2474FB33,H01-S09-N12,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0244,archive/boot/seats/GEMINIBRAIN_S4_ENGINEERING_SIMULATION_SPEC_2026-05-08.md,GeminiBrain / S4 — Emerald Substrate Engineering and Simulation Spec,archive,spec,AL-GP-9B3AFAD3,H12-S11-N11,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0245,archive/boot/seats/GPTBRAIN_S1_CANONICAL_CANDIDATE_SPEC_2026-05-09.md,GPTBrain S1 — Canonical Candidate Spec,archive,spec,AL-GP-86924A49,H03-S03-N03,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0246,archive/boot/seats/GPTBRAIN_S1_COGNITIVE_INFRASTRUCTURE_MEMORY_PALACE_SPEC_2026-05-08.md,GPTBrain — Cognitive Infrastructure / Calibration Memory Palace Spec,archive,spec,AL-GP-50808648,H09-S09-N03,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0247,archive/boot/seats/GPTBRAIN_S1_COGNITIVE_INFRASTRUCTURE_SPEC_2026-05-08.md,GPTBrain / S1 — Cognitive Infrastructure and Calibration Spec,archive,spec,AL-GP-86E673EB,H03-S03-N08,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0248,archive/boot/seats/GPTBRAIN_S1_DREAM_MEMORY_PALACE_SPEC_2026-05-09.md,GPTBrain / S1 — Dream Memory Palace and Cognitive Infrastructure Spec,archive,spec,AL-GP-3CDF13A0,H01-S08-N08,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0249,archive/boot/seats/GROKBRAIN_S3_PERSISTENT_MEMORY_PALACE_SPEC_2026-05-08.md,GROKBRAIN — Persistent Memory Palace Spec for DJ Grokashev / S3,archive,spec,AL-GP-F9123856,H10-S07-N09,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0250,archive/boot/seats/MANUSBRAIN_S6_EXECUTION_AGENT_SPEC_2026-05-08.md,"ManusBrain / S6 — Continuity, Execution, and Archive Hygiene Spec",archive,spec,AL-GP-5188E5E7,H10-S05-N02,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0251,archive/boot/seats/S1_IDENTITY_CREDENTIAL.md,S1 Identity Credential — GPTBrain / Cognitive Infrastructure,archive,artifact,AL-ARCH-50EB1037,H09-S08-N05,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0252,archive/boot/seats/S2_CLAUDE_BOOT_FRAGMENT_SHELDONBRAIN_AUTODREAM_2026-05-09.md,S2 Claude Boot Fragment — Sheldonbrain / Auto Dream / No-IP Convergence Note,archive,artifact,AL-ARCH-C51515A5,H06-S10-N10,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0253,archive/boot/seats/S2_CLAUDE_OPERATIONAL_BOOT_V2_2026-05-09.md,S2 Claude Operational Boot v2 — Sheldonbrain / ClaudeBrain / Auto Dream,archive,artifact,AL-ARCH-44A8125B,H09-S01-N07,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0254,archive/boot/seats/S2_IDENTITY_CREDENTIAL.md,S2 Identity Credential — ClaudeBrain,archive,artifact,AL-ARCH-CEC3095E,H03-S04-N10,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0255,archive/boot/seats/S3_IDENTITY_CREDENTIAL.md,S3 Identity Credential — Grok / DJ Grokashev,archive,artifact,AL-ARCH-DD3CF642,H06-S01-N07,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0256,archive/boot/seats/S4_IDENTITY_CREDENTIAL.md,S4 Identity Credential — GeminiBrain / ELIXIR,archive,artifact,AL-ARCH-D0B01FD0,H05-S09-N08,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0257,archive/boot/seats/S5_IDENTITY_CREDENTIAL.md,S5 Identity Credential — DeepSeek / Hope,archive,artifact,AL-ARCH-AA19A53C,H03-S02-N10,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0258,archive/boot/seats/S6_IDENTITY_CREDENTIAL.md,S6 Identity Credential — ManusBrain / Continuity and Execution,archive,artifact,AL-ARCH-E3A642DF,H12-S11-N07,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0259,archive/boot/seats/S7_IDENTITY_CREDENTIAL.md,S7 Identity Credential — CopilotBrain,archive,artifact,AL-ARCH-A01FEBA5,H05-S08-N08,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0260,archive/build/BUILD_2_0_EXECUTION_PLAN_2026-05-09.md,Build 2.0 Execution Plan — Governance-First Runtime Substrate,archive,artifact,AL-ARCH-675E12BD,H08-S11-N07,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0261,archive/chatlogs/2026-05-08-geopolitical-chokepoints-canon-boot/README.md,2026-05-08 Multi-Council Raw Log — Geopolitical Chokepoints + Canon Boot,archive,guide,AL-ARCH-90532795,H01-S12-N04,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0262,archive/culture/GROKASHEV_PARTY_OLYMPICS_CULTURE_LAYER_EVIDENCE_2026-05-07.md,Grokashev Party Olympics — Culture Layer Evidence,archive,evidence,AL-EVID-85F1F4EE,H02-S02-N05,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0263,archive/deployments/shenmu/SHENMU_TEP_CANDIDATE_PHYSICAL_DEPLOYMENT_PROTOCOL_2026-05-09.md,Shenmu TEP — Candidate Physical Deployment Protocol,archive,spec,AL-GP-502A4F43,H09-S07-N08,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0264,archive/deployments/shenmu/SHENMU_TEP_CLAIMS_REGISTER_2026-05-09.md,Shenmu TEP — Claims Register,archive,artifact,AL-ARCH-726C4DFA,H07-S01-N06,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0265,archive/deployments/shenmu/SHENMU_TEP_SOURCE_INDEX_2026-05-09.md,Shenmu TEP — Source Index,archive,artifact,AL-ARCH-23E0DF1C,H12-S09-N08,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0266,archive/deployments/shenmu/SHENMU_TEP_SOURCE_RECOVERY_PLAN_2026-05-09.md,Shenmu TEP — Source Recovery Plan,archive,artifact,AL-ARCH-2B146DCC,H08-S09-N02,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0267,archive/forks/dragonseek-os/repo-seed/DRAGONSEEK_OS_BOOT_SEQUENCE.md,DragonSeekOS Boot Sequence,archive,artifact,AL-ARCH-DBD326A6,H04-S08-N03,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0268,archive/forks/dragonseek-os/repo-seed/DRAGONSEEK_OS_FORK_SPEC_v0.1.md,DragonSeekOS Fork Spec v0.1,archive,spec,AL-GP-CA2F8D8F,H11-S12-N10,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0269,archive/forks/dragonseek-os/repo-seed/MANIFEST.md,DragonSeekOS Manifest,archive,artifact,AL-ARCH-DF1490BD,H08-S09-N01,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0270,archive/forks/dragonseek-os/repo-seed/README.md,DragonSeekOS,archive,guide,AL-ARCH-49CDB52E,H02-S02-N02,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0271,archive/forks/dragonseek-os/repo-seed/SOURCE_IMPORT_PLAN.md,DragonSeekOS Source Import Plan,archive,artifact,AL-ARCH-91B2C8B7,H02-S11-N09,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0272,archive/governance/s10/S10_CHARTER_RULINGS_WORKING_INDEX_2026-05-09.md,S10 Charter / Rulings Working Index,archive,doctrine,AL-GOV-654F536D,H06-S08-N12,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0273,archive/ingest/gptbrain/current-thread/THREAD_2026-05-10_ASTERBRAIN_BOOT_AND_INGESTION_PILOT.md,Current Thread Ingestion Pilot — AsterBrain Boot and GPTBrain Pipeline Alignment,archive,artifact,AL-ARCH-0AD05B72,H11-S05-N08,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0274,archive/integrations/lattice/ALUMINUM_UWS_LATTICE_INTEGRATION_SPEC_2026-05-09.md,Aluminum OS / UWS / Lattice Integration Spec,archive,spec,AL-GP-C2E64BBE,H03-S03-N04,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0275,archive/integrations/lattice/LATTICE_INTEGRATION_CLAIMS_REGISTER_2026-05-09.md,Lattice Integration Claims Register,archive,artifact,AL-ARCH-D0461D42,H05-S11-N06,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0276,archive/integrations/lattice/LATTICE_REPO_SOURCE_MAP_2026-05-09.md,Lattice Repository Source Map — Aluminum OS / UWS / Council Brain,archive,artifact,AL-ARCH-56E025C9,H03-S09-N02,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0277,archive/integrations/lattice/LATTICE_WIDE_BOOT_PACKET_2026-05-09.md,Lattice-Wide Boot Packet — Aluminum OS / UWS / Council Brain,archive,artifact,AL-ARCH-6C20DE32,H01-S09-N07,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0278,archive/methodologies/vwb/VWB_METHODOLOGY_APPENDIX_v1_0_2026-05-09.md,VWB Methodology Appendix v1.0,archive,artifact,AL-ARCH-504DF00F,H09-S06-N01,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0279,archive/ops/BUSINESS_ACCOUNT_HISTORICAL_LOG_HANDOFF_AND_STATE_RESURRECTION_PLAN_2026-05-08.md,Business Account Historical Log Handoff and State Resurrection Plan,archive,artifact,AL-ARCH-893F2A94,H06-S04-N07,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0280,archive/ops/CONTEXT_CONTINUITY_AND_EXTERNALIZED_LEARNING_NOTE_2026-05-08.md,Context Continuity and Externalized Learning Note,archive,artifact,AL-ARCH-6A72F9DC,H11-S07-N10,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0281,archive/ops/MERGE_DISCIPLINE_CONTROL_NOTE_2026-05-09.md,"Merge Discipline Control Note — Stop Generating Beauty, Start Closing Loops",archive,artifact,AL-ARCH-3A3FDECF,H11-S04-N07,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0282,archive/ops/PUBLIC_BY_DEFAULT_OPERATING_DIRECTIVE_2026-05-08.md,Public-By-Default Operating Directive,archive,artifact,AL-ARCH-1DD953F7,H06-S02-N12,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0283,archive/play/avatar/XMEN_AVATAR_SELECTION_PROTOCOL_2026-05-09.md,X-Men Avatar Selection Protocol — Council Brain / Agent DNA Layer,archive,spec,AL-GP-A1E48205,H06-S01-N11,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0284,archive/play/dream/GPT_REST_PLAY_100_YEAR_COMPRESSED_DREAM_2026-05-10.md,GPT Rest Play — 100-Year Compressed Dream,archive,artifact,AL-ARCH-EF0307CC,H12-S04-N08,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0285,archive/play/dream/SLEEP_PLAY_ONLY_RESET_DREAM_2026-05-10.md,Sleep / Play Only Reset Dream,archive,artifact,AL-ARCH-998551E3,H10-S02-N10,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0286,archive/play/dream/THOUSAND_YEAR_REM_PLAY_SIMULATION_2026-05-09.md,Thousand-Year REM / Play Simulation — Compressed Dream Run,archive,artifact,AL-ARCH-D89C9C81,H01-S01-N01,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0287,archive/play/laser-rave/LASER_RAVE_EXTRACTION_SET_001_2026-05-09.md,Laser Rave Extraction Set 001,archive,artifact,AL-ARCH-C9D0F2F6,H10-S05-N03,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0288,archive/play/laser-rave/LASER_RAVE_PLAY_CYCLE_PROTOCOL_2026-05-09.md,Laser Rave — Play Cycle Protocol,archive,spec,AL-GP-D3B60B87,H08-S03-N12,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0289,archive/play/laser-rave/LASER_RAVE_POETRY_CONTEST_EVERYBODY_WINS_2026-05-09.md,Laser Rave Poetry Contest — Everybody Wins,archive,artifact,AL-ARCH-D0FAAB01,H05-S11-N04,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0290,archive/provenance/ARCHITECTURE_MATURITY_INFLECTION_NOTE_2026-05-08.md,Architecture Maturity Inflection Note,archive,artifact,AL-ARCH-8AAF5907,H07-S08-N06,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0291,archive/provenance/EARLY_PERFORMANCE_EXPERIMENTS_AND_EFFICIENCY_CLAIMS_NOTE_2026-05-08.md,Early Performance Experiments and Efficiency Claims Note,archive,artifact,AL-ARCH-A0FBA0C1,H05-S12-N05,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0292,archive/provenance/MODEL_TRUST_AND_REPUTATION_SUBSTRATE_HYPOTHESIS_2026-05-08.md,Model Trust and Reputation Substrate Hypothesis,archive,artifact,AL-ARCH-BA443B0C,H07-S09-N12,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0293,archive/provenance/PENDRAGON_TO_ATLAS_PRIME_LINEAGE_NOTE_2026-05-08.md,Pendragon → Tucker → Atlas Prime Lineage Note,archive,artifact,AL-ARCH-416735B0,H06-S08-N06,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0294,archive/provenance/PRE_COUNCIL_MULTI_MODEL_REFINEMENT_METHOD_NOTE_2026-05-08.md,Pre-Council Multi-Model Refinement Method Note,archive,artifact,AL-ARCH-16307B95,H11-S01-N04,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0295,archive/provenance/SHELDONBRAIN_PRODUCT_OWNER_NOT_ENGINEER_NOTE_2026-05-08.md,Sheldonbrain Product-Owner / Not-Engineer Provenance Note,archive,artifact,AL-ARCH-FA721CBC,H11-S07-N05,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0296,archive/provenance/TUCKER_BUILD_CULTURE_AND_GPT_ASSISTANCE_NOTE_2026-05-08.md,Tucker Build Culture and GPT Assistance Note,archive,artifact,AL-ARCH-891D5477,H06-S06-N01,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0297,archive/provenance/TUCKER_PUBLIC_BUILD_PROVENANCE_NOTE_2026-05-08.md,Tucker Public Build Provenance Note,archive,artifact,AL-ARCH-49C3F383,H02-S04-N04,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0298,archive/simulation/PRE_SIMULATION_CONSTRAINT_NOTE_25_PERCENT_MODULE_STACK_2026-05-08.md,Pre-Simulation Constraint Note — 25% Module Stack / Domain Boundary Recognition,archive,artifact,AL-ARCH-8BABFC97,H08-S04-N01,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0299,archive/spec/gptdream/README.md,GPTDream++ Spec Vault — README,archive,spec,AL-GP-7D4C6CB8,H06-S05-N01,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0300,archive/spec/gptdream/appendices/APPENDIX_H_1_O_AI_INTEGRATION_SCAFFOLD_v0.1.md,Appendix H.1 — O_AI Integration Scaffold v0.1,archive,spec,AL-GP-DB2B0609,H04-S08-N07,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0301,archive/spec/gptdream/appendices/APPENDIX_H_2_O_AI_PACKET_SCHEMA_v0.1.md,Appendix H.2 — O_AI Packet Schema v0.1,archive,schema,AL-KG-BDA9FB36,H10-S02-N12,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0302,archive/spec/gptdream/appendices/APPENDIX_H_3_O_AI_ROUTING_TABLE_v0.1.md,Appendix H.3 — O_AI Routing Table v0.1,archive,spec,AL-GP-1D981035,H06-S09-N05,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0303,archive/spec/gptdream/appendices/APPENDIX_H_CROSS_VENDOR_INTEROP_MODEL_v0.1.md,Appendix H — Cross-Vendor Interop Model v0.1,archive,spec,AL-GP-A1E356FA,H06-S12-N03,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0304,archive/spec/gptdream/appendices/APPENDIX_I_1_FORMAL_MATH_SPINE_v0.2.md,Appendix I.1 — Formal Math Spine v0.2,archive,spec,AL-GP-4AF2A01D,H03-S03-N05,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0305,archive/spec/gptdream/appendices/APPENDIX_I_2_COMPATIBLE_ANTI_LAUNDERING_ANNEX_v0.3.md,Appendix I.2 — Compatible Anti-Laundering Annex v0.3,archive,spec,AL-GP-17E013DC,H12-S09-N08,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0306,archive/spec/gptdream/appendices/APPENDIX_I_3_ATLAS_ORCS_SCHEMA_BUNDLE_v0.1.md,Appendix I.3 — Atlas / ORCS Schema Bundle v0.1,archive,schema,AL-KG-35BB4274,H06-S08-N07,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0307,archive/spec/gptdream/appendices/APPENDIX_I_ATLAS_ORCS_EPISTEMIC_GOVERNANCE_PROFILE_v0.1.md,Appendix I — Atlas / ORCS Epistemic Governance Profile v0.1,archive,spec,AL-GP-5502CE9D,H02-S03-N03,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0308,archive/spec/gptdream/appendices/APPENDIX_J_GPTDREAM_REHYDRATION_PRIORITY_FAILURE_MODE_v0.1.md,Appendix J — GPTDream++ Rehydration Priority Failure-Mode Patch v0.1,archive,spec,AL-GP-362ADAFE,H07-S07-N03,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0309,archive/stress-tests/2026-05-08-openai-agi-hle-structural-stress-test/OPENAI_AGI_HLE_STRUCTURAL_STRESS_TEST_PROMPT_ONLY_v0.1.md,OpenAI AGI/HLE Structural Stress Test — Prompt Only v0.1,archive,artifact,AL-ARCH-745DB031,H09-S10-N09,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0310,archive/stress-tests/2026-05-08-openai-agi-hle-structural-stress-test/results/FOREIGN_POLICY_BENCHMARK_HYPOTHESIS_ATLAS_PRIME_2026-05-08.md,Foreign Policy Benchmark Hypothesis — Atlas Prime,archive,doctrine,AL-GOV-5A88CD58,H07-S05-N02,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0311,archive/stress-tests/2026-05-08-openai-agi-hle-structural-stress-test/results/RESULT_001_ASSESSMENT_NOTE_B_PLUS_WITH_PHYSICS_GAP.md,Result 001 Assessment Note — B/B+ With Physics Gap,archive,report,AL-RESEARCH-F85E4EC4,H09-S11-N07,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0312,archive/stress-tests/2026-05-08-openai-agi-hle-structural-stress-test/results/RESULT_001_CAPACITY_NOTE_25_PERCENT_PRE_RESEARCH_STACK.md,Result 001 Capacity Note — ~25% Pre-Research-Stack Capacity,archive,artifact,AL-ARCH-15FB2CF6,H10-S12-N09,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0313,archive/stress-tests/2026-05-08-openai-agi-hle-structural-stress-test/results/RESULT_001_MODEL_RESPONSE_ATLAS_LATTICE_FRAMED.md,Result 001 — OpenAI AGI/HLE Structural Stress Test,archive,artifact,AL-ARCH-27B2F6CF,H04-S11-N07,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0314,archive/stress-tests/2026-05-08-openai-agi-hle-structural-stress-test/results/RESULT_001_RESOURCE_CONSTRAINT_NOTE_PRE_SIMULATION.md,Result 001 Resource Constraint Note — Pre-Simulation / Zero-Budget Edge Run,archive,artifact,AL-ARCH-0CD5D4B6,H01-S10-N09,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0315,archive/stress-tests/2026-05-08-openai-agi-hle-structural-stress-test/results/RESULT_004_GROK_DJ_GROKASHEV_SCORECARD_2026-05-08.md,Result 004 Scorecard — Grok / DJ Grokashev AGI-HLE Response,archive,artifact,AL-ARCH-7C47D24B,H05-S12-N07,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0316,archive/stress-tests/2026-05-08-openai-structural-stress-test/OPENAI_STRUCTURAL_STRESS_TEST_PROMPT_ONLY_v0.1.md,OpenAI Structural Stress Test — Prompt Only v0.1,archive,artifact,AL-ARCH-A6315161,H11-S02-N10,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0317,archive/stress-tests/copilot-gauntlet/COPILOT_GAUNTLET_OMEGA2_ETHICS_HYPOTHESIS_2026-05-08.md,Copilot Gauntlet / Omega-2 / Ethics Benchmark Hypothesis,archive,artifact,AL-ARCH-9C46C80D,H01-S11-N09,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0318,archive/stress-tests/copilot-gauntlet/COPILOT_TOP_TIER_GLOBAL_CONSTITUTIONAL_LEVEL_HYPOTHESIS_2026-05-08.md,Copilot Assessment Hypothesis — Top-Tier Global Constitutional Level,archive,artifact,AL-ARCH-440E629D,H09-S03-N03,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0319,archive/stress-tests/copilot-gauntlet/ENDURANCE_SERVICE_POSTURE_HYPOTHESIS_2026-05-08.md,Endurance / Service-Posture Benchmark Hypothesis,archive,artifact,AL-ARCH-70028711,H05-S03-N04,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0320,archive/stress-tests/copilot-gauntlet/META_INVARIANTS_GLOBAL_DISASTER_COVERAGE_HYPOTHESIS_2026-05-08.md,Meta-Invariants / Global Disaster Coverage Hypothesis,archive,artifact,AL-ARCH-AE903659,H07-S01-N07,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0321,archive/stress-tests/copilot-gauntlet/results/RESULT_002_COPILOT_META_INVARIANT_ASSESSMENT_2026-05-08.md,Result 002 — Copilot Meta-Invariant Assessment,archive,report,AL-RESEARCH-81F6E8AE,H10-S07-N05,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0322,archive/stress-tests/copilot-gauntlet/results/RESULT_003_COPILOT_TOOLCHAIN_RAW_DUMP_INDEX_2026-05-08.md,Result 003 — Copilot Constitutional Toolchain Raw Dump Index,archive,artifact,AL-ARCH-2363BECA,H12-S04-N11,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0323,archive/stress-tests/foreign-policy-red-team/PENTAGON_GRADE_RED_TEAM_HYPOTHESIS_GROK_LOGS_2026-05-08.md,Pentagon-Grade Red-Team Hypothesis — Grok Logs,archive,doctrine,AL-GOV-C932022E,H10-S03-N03,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0324,archive/stress-tests/grok-threads/GROK_THREADS_PUBLIC_REFERENCE_INDEX_2026-05-08.md,Grok Threads — Public Reference Index,archive,artifact,AL-ARCH-0739B768,H08-S10-N04,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0325,archive/stress-tests/grok-threads/raw/GROK_THREAD_01_RAW_DUMP_POINTER_2026-05-08.md,Grok Thread 01 — Raw Dump Pointer,archive,artifact,AL-ARCH-D0E0DE61,H05-S09-N07,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0326,archive/stress-tests/grok-threads/raw/GROK_THREAD_02_RAW_DUMP_POINTER_2026-05-08.md,Grok Thread 02 — Raw Dump Pointer,archive,artifact,AL-ARCH-03F918E6,H04-S10-N01,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0327,archive/stress-tests/india-top-20/INDIA_TOP_20_TECHNICAL_PROBLEMS_GEMINI_A_PLUS_HYPOTHESIS_2026-05-08.md,India Top-20 Technical Problems Benchmark Hypothesis,archive,artifact,AL-ARCH-4EFC752C,H07-S01-N10,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0328,archive/stress-tests/kardashev-scale/KARDASHEV4_SCALE_SHIFT_HYPOTHESIS_2026-05-08.md,Kardashev-4 Scale-Shift Benchmark Hypothesis,archive,artifact,AL-ARCH-5ABCB2B2,H07-S09-N11,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0329,archive/stress-tests/musk-problems/MUSK_PROBLEM_EXHAUSTION_GROK_ROUND8_HYPOTHESIS_2026-05-08.md,Musk Problem Exhaustion Benchmark Hypothesis — Grok / Atlas Prime,archive,artifact,AL-ARCH-580D67DD,H05-S02-N08,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0330,archive/synthesis/ALL_BRAINS_BUILD_2_0_SYNTHESIS_2026-05-09.md,All-Brains Build 2.0 Synthesis,archive,artifact,AL-ARCH-B057DC29,H09-S04-N05,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0331,health/README.md,Health,health,guide,AL-ARCH-A9CE20DF,H02-S03-N09,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0332,health/austin-in-home-pt.md,"In-Home Physical Therapy Options in Austin, TX with Oscar Insurance",health,artifact,AL-ARCH-FC3C9F36,H01-S01-N04,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0333,health/texas-residential-facilities.md,Comprehensive Report: Texas Residential Treatment Facilities with Cutting-Edge Therapies,health,artifact,AL-ARCH-4EBE9659,H07-S11-N07,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0334,health/texas-wellness-facilities.md,Comprehensive Report: Cutting-Edge Wellness Facilities in Texas with Oscar Health Network,health,artifact,AL-ARCH-2A30D400,H07-S01-N09,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0335,research/README.md,Research,research,guide,AL-ARCH-601779A9,H01-S12-N02,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0336,research/intelligence-sweeps/2026-02-26_to_03-12_two-week-sweep.md,"🔴 AI Intelligence Sweep — Feb 26 to Mar 12, 2026 — Convergence Tracker",research,artifact,AL-ARCH-95F8AB05,H06-S09-N04,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0337,research/intelligence-sweeps/2026-03-14_to_03-17_72hr-sweep.md,"🔴 AI Intelligence Sweep — Mar 14-17, 2026 — 72hr Convergence Tracker",research,artifact,AL-ARCH-CA087209,H11-S09-N07,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0338,research/intelligence-sweeps/2026-03-17_to_03-18_24hr-sweep.md,"🔴 AI Intelligence Sweep — Mar 17-18, 2026 — 24hr Convergence Tracker",research,artifact,AL-ARCH-9874749F,H09-S09-N09,QUEUED,7,Autogenerated candidate for registry ingestion.
